title,url,summary,analyzed_content,tone,emotion,personality_hint
2年半ぶりの患者さん,https://oatcs.net/oat/archives/1750,カルテを見たら前回は2020年2月と書いてありましたので約2年半ぶりの来院。でも正直、もっと月日が経過しているそんな感じがしました。5年くらいですね。患者さんが「先生、以前私の足の筋膜を治してくれたんですよね　あれから楽… 続きを読む →,約2年半ぶりに来院した患者との治療を通じて、著者は患者のニーズに応え、喜ばれた体験を振り返る。,温かい,感謝,著者は患者の声を大切にし、真摯に治療に向き合う優しい性格を持っている。
まだ発展途上です・・・,https://oatcs.net/oat/archives/1748,土曜日に発見した上半身のねじれ論点のARCTですが、まだ1例ですが感触はいいです。数年前にも肋横突関節、肋椎関節の捻転変位の手技を発見した時を思い出しました。あのときの手技は軸圧がないんですよね。今回は頭頂部からの軸圧が… 続きを読む →,著者は新たに発見した上半身のねじれ論点に関する手技の感触が良いと感じており、その効果を実感している。,研究的,希望,著者は新しい発見に対して興味津々で、実験的なアプローチを重視する探求心旺盛な性格の持ち主である。
今週（10/17〜/22）を振り返って,https://oatcs.net/oat/archives/1746,今週も引き続き、腰仙関節部の鍼だったり、脊柱のABTだったりまだまだ色々と発展途上ですがいい感じになっていると思います。実は今朝、久しぶりに降ってきたんです。。水曜日に投稿した側弯症からの展開ですが、良さそうなやり方が浮… 続きを読む →,腰仙関節部や脊柱の治療法を模索し、効果的な新しい手技を発見したことを報告している。,実験的,楽しさ,著者は探求心旺盛で、新しい知識や技術を積極的に取り入れようとする性格である。
昨日は盛りだくさんでした,https://oatcs.net/oat/archives/1743,昨日は第3木曜日ですのでお弟子のgさんによるメンテナンスの日ですが、今日はその時間に久しぶりにS先生の個人実技指導の時間となりました。多分夏以来かと思いますがS先生、常に自分の技術と向き合っているのがヒシヒシと伝わります… 続きを読む →,昨日はS先生の個人実技指導とgさんのメンテナンスを受け、技術の向上と効果的な治療を実感した日でした。,専門的,感謝,著者は技術向上に熱心で、他者の助けに感謝する謙虚な性格を持っている。
距骨の前方変位→長下肢→,https://oatcs.net/oat/archives/1739,ふと思ったんです。最近、側弯症の方が数名治療をしています。皆さん、痛みの治療ではないのでもっぱら筋膜系少し、ほとんどが関節の治療です。あるパターンがありまして、やはり距骨の前方変位があるんです。今のところ気がついたのは以… 続きを読む →,著者は側弯症治療における距骨の前方変位とそれに関連する身体の動きのパターンについて考察しています。,専門的,研究心,著者は観察力が鋭く、問題解決に対する探求心が強いと思われる。
腰仙関節部の鍼について,https://oatcs.net/oat/archives/1737,なかなか改善できない3例の腰痛の患者さんでここ最近の反省をもとに腰仙関節部の鍼を特に念入りに行っていました。そのうちの1例の方が改善してきました。そもそも鍼を打った時に曲がらなくなりました。258で曲がる腰部ってどうなの… 続きを読む →,腰痛の患者に対する鍼治療の効果が実感され、一人の患者が改善したことを報告している。,誠実,感謝,患者の改善を心から喜びつつ、自己反省を忘れない思いやりのある性格が伺える。
土曜日は外部セミナー講師でした,https://oatcs.net/oat/archives/1735,今回で8回目となるセミナーでした。みなさんそれぞれの個性があって本当に真面目に臨床に向き合っているのがわかります。責任者の方から、もう少し厳しくやってもらいたいとのリクエストをもらいました。厳しくするのは簡単なんです　相… 続きを読む →,8回目のセミナーでは、参加者の個性を尊重しながら、厳しさと楽しさを両立させた学びの場を提供したことが語られています。,親しみやすい,穏やか,著者は参加者を思いやり、学びを楽しむ姿勢を大切にする温かい性格の持ち主と推測されます。
今週（10/11〜/15）を振り返って,https://oatcs.net/oat/archives/1732,今週は先週からの引き続きの気づきのあったことへの確認作業でした。今週改めて気づけたことの一つにうつ伏せから臀部を触診した時の症状が悪すぎるタイプの質感を判別するスキルがまだ不完全だなと思いました。左右のアキレス腱部の痛み… 続きを読む →,著者は、患者の症状改善のための鍼治療のスキルについて考察し、次回の治療に期待を寄せている。,熱心,希望,著者は患者に対して真摯に向き合い、自己向上を常に求める情熱的な性格を持っている。
距骨のARCTの新しい評価になる　かも,https://oatcs.net/oat/archives/1729,幼少期にかなりひどい左側の足首捻挫したらしく（長下肢）、成人になり右側の腰痛・股関節痛が出現しました。現在は左足首の自覚症状はありませんが、慢性的な腫れがあります。鍼治療は右側を中心に行い、最後に左側の距骨のARCTを行… 続きを読む →,左側の足首の問題が原因で右側の股関節痛が改善される過程を描いた治療の体験談。,実践的,驚き,著者は柔軟な発想を持ち、患者の改善に感動する情熱的な性格を持っている。
朝の伸びをして・・・,https://oatcs.net/oat/archives/1726,本日来院された患者さん、「2週間くらい前、朝起きて布団の中で伸びをしたらぎっくり腰みたいに腰が痛くなりました　スジを伸ばしたみたいです」　「そうですか、それは言葉的には伸びなんですけど、痛くなったぎっくりを起こした筋肉は… 続きを読む →,患者がぎっくり腰の原因を理解するのに苦労したが、最終的に重要なポイントを掴んだ出来事を記述している。,教育的,ほっとする,著者は患者に寄り添い、教育的なアプローチでコミュニケーションを大切にする性格の持ち主である。
日々色々です,https://oatcs.net/oat/archives/1722,今日は、先週から気づき出した（いったい何度気づき忘れているか）腰仙関節付近の鍼を行っています。改めてここ最近、雑な治療していたなって猛省しています。それから先週発見した上部胸椎、頚椎のABTなかなか良い感じです。しばらく… 続きを読む →,鍼治療を通じて患者とのコミュニケーションを楽しみながら、腰の痛みの原因を見極める様子が描かれています。,軽妙,和やか,著者は患者との関係を大切にし、ユーモアを交えながら治療に取り組む親しみやすい性格の持ち主である。
今週（10/3〜/8）を振り返って,https://oatcs.net/oat/archives/1719,今週は大きく2つの気づきがありました。一つは上部胸椎に対するABTです。この投稿です。草むしりと腰椎すべり症 上部胸椎について　本当に切羽詰まっていたのでとりあえず発見できて良かったです。その患者さんに月曜日初めて行って… 続きを読む →,上部胸椎に対するABTの効果を実感し、頚椎のアプローチを改めることにした著者の気づきについての報告。,親しみやすい,喜び,著者は学びに対して前向きで柔軟な姿勢を持っている。
自分のメンテナンス ♯24,https://oatcs.net/oat/archives/1717,昨日は手技のメンテナンスの日でした。お弟子のNさん、Yさんありがとうございしまた。最近研究している脊柱のABT。数日前の気づきで腰仙部に対する鍼治療の勘違いからそれをABTにも応用してみました。腰部を行う時にきちんと腰仙… 続きを読む →,手技のメンテナンスを通じて新しい治療法の発見と弟子たちへの感謝を表現した記事です。,教育的,感謝,著者は熱心で学びを重視する性格で、弟子たちに対する思いやりが感じられます。
反省症例,https://oatcs.net/oat/archives/1715,改善しにくい腰痛の患者さん3例についてです。いずれも主訴は腰部というより仙骨部。腰仙部痛です。しかも3例共に自覚的に真ん中が痛いとのこと。自分では腰部筋膜の放散痛と思っていましたのでそう思って対処してきました。いやっ、し… 続きを読む →,腰痛患者の治療において、自分のアプローチに誤りがあったことを反省し、改善に向けた見直しを決意した体験を述べている記事です。,反省的,恥,著者は自己改善に対して真剣で、謙虚な姿勢を持っている人物であると推測されます。
腕を組む理由の一つ,https://oatcs.net/oat/archives/1713,数ヶ月前から急に発症したそうです。やはりご自分の弱点である右側の腕神経に帯状疱疹ができました。その後ピリピリする神経痛が上肢と母指の先端に残りました。治療は鍼治療のみで、コツとしては指先に痺れを誘発している筋膜ラインを感… 続きを読む →,右側の腕神経に発症した帯状疱疹とその後の神経痛の治療についての考察が述べられています。,専門的,同情,著者は患者の痛みや不安に寄り添い、治療に対する深い理解を持っている情熱的な専門家のようです。
「上部胸椎のABT試作品」 & 「中部・下部胸椎ABT後の反応」,https://oatcs.net/oat/archives/1709,週末にあれこれ発想を巡らせてまして・・・書籍の図や絵を見てイメージを膨らませたり・・・。なんとか間に合いました。早速、その患者さん草むしりと腰椎すべり症 上部胸椎について　に上部胸椎のABT（試作品）行ってみましたがなか… 続きを読む →,週末に上部胸椎のABTを試みた結果、患者の改善が見られたことを報告している。,前向き,安堵,著者は患者の改善に喜びを感じる熱心な治療家である。
今週（9/26〜10/1）を振り返って,https://oatcs.net/oat/archives/1706,今週も色々気づかせてもらうことが多々ありました。と同時に自分の技術不足や知識、経験不足などなど・・・反省する場面もたくさんありました。臨床において基本的には反省はしますが悩みません。悩んでも良いことはないですから。それよ… 続きを読む →,臨床における自己反省や技術向上の必要性を感じつつ、患者との再会に喜びを見出している様子が描かれている。,ポジティブ,感謝,著者は自己成長を重視し、患者との関係を大切にする思いやりのある人物である。
草むしりと腰椎すべり症 上部胸椎について,https://oatcs.net/oat/archives/1704,本日来院された患者さんで、先月がんばって草むしりをしたら左側の腰痛になり整形外科を診てもらったら腰椎すべり症と言われロキソニンテープを処方してもらい様子を見ていたそうです。本人は「草むしりをしたら腰の骨がすべって腰痛にな… 続きを読む →,患者の腰痛の原因について考察し、適切な治療法を模索する様子を描写しています。,思索的,哀愁,著者は患者の気持ちに寄り添いながら、専門的な知識を活かして解決策を見つけようとする真摯な性格を持っています。
胸椎ABTの後屈時の評価,https://oatcs.net/oat/archives/1702,患者さんに正座をして頂きながら術者の手掌を後方変位している胸椎群に軽く置いて、先ず患者さんにお辞儀をして頂き（胸椎椎間関節の離開）術者は離開を助け、そのまま患者さんに後屈して頂く、その時に顎を引きながらそのまま術者の手掌… 続きを読む →,患者に胸椎の後屈を促しながら、治療中の重心移動の難しさを考察している。,専門的,思索,著者は細部にこだわり、実践を通じて学ぼうとする慎重で探求心の強い性格である。
足底筋膜炎という便利な,https://oatcs.net/oat/archives/1700,足の裏が痛い＝足底筋膜炎と思っているケースが多々ありますよね。本日いらっしゃった患者さんもその1人。医療機関にて右側の踵が痛いので診てもらったところ「はい、足底筋膜炎です」と。左右の踵のレントゲンを撮って逆側の左側の踵骨… 続きを読む →,足底筋膜炎と診断された患者の右踵の痛みの原因を探り、治療法を提案する記事です。,専門的,安堵,著者は患者の痛みの根本的な原因を追求し、具体的な治療法を提供することに熱心な性格です。
脊柱管狭窄症についての考察 ♯1,https://oatcs.net/oat/archives/1697,うちにいらっしゃる脊柱管狭窄症の患者さんの多くは、いや殆どは病院にて確定診断を受けています。しかし脊柱管狭窄があったとしても痛みの原因がそのためとは関係ない場合、関係がある場合がありますよね。その判断は間欠性跛行の有無が… 続きを読む →,脊柱管狭窄症の患者の診断と治療について、特に間欠性跛行の重要性を強調しながら、治療の進展に期待を寄せる内容。,期待感,希望,著者は患者の状態に対して真剣に向き合い、前向きに治療に取り組む姿勢を持っている。
今週（9/20〜/24）を振り返って,https://oatcs.net/oat/archives/1694,この祭日に読んでた書籍に載っていた足の裏には身体のバランスを制御する固有感覚受容器（メカノレセプター）と言うものがあって・・・その部分が冷えるとバランスが悪くなり転倒しやすくなる・・・と言う内容がありました。自分としてと… 続きを読む →,足の裏の固有感覚受容器が身体のバランスに影響を与えることに興味を持ち、今後の研究に活かしたいと考えている。,知的,興味,著者は好奇心旺盛で、研究に対して真剣に取り組む姿勢を持っている。
昨日の続き 胸椎のABTについて,https://oatcs.net/oat/archives/1691,昨日の投稿胸椎（肋椎・肋横突関節）のABTについての続きです。本日、やはり同じようなタイプの患者さんがいらしゃいました。やはり筋肉を使って胸椎に加重しようとしたので、試しに腰椎のABTから始めて動機付けをしてみたのです。… 続きを読む →,筋肉を使って胸椎に加重しようとした患者に対し、腰椎のABTを試した結果、胸椎の改善が見られたことを報告している。,専門的,希望,著者は実践的なアプローチを重視し、患者の改善に対して前向きな姿勢を持っている。
胸椎（肋椎・肋横突関節）のABTについて,https://oatcs.net/oat/archives/1688,胸椎の後方変位による二次的ストレートネック&前方頭位になっている患者さんに対しての胸椎（肋椎・肋横突関節）のABTを行なったのですが、思ったより直後効果が得られなかったのです。特徴としましては、以前スポーツクラブ… 続きを読む →,胸椎の後方変位によるストレートネックの患者に対してABTを行ったが、思うような効果が得られず、次回に向けて対策を考える必要があるという内容。,謙虚,残念,著者は患者とのコミュニケーションを重視し、自己反省をする真摯な性格の持ち主であると思われる。
今週（9/12〜/17）を振り返って,https://oatcs.net/oat/archives/1686,今週の気づきは脊柱（頚椎、胸椎、腰椎）のABT、ARCTの研究からです。まだまだ色々と課題がありますが、でも自分でもかなり効果的な矯正法だと思っています。ですが筋・筋膜処理との相性や、適応判定の正確性などまだ研究は続きそ… 続きを読む →,脊柱に関するABTとARCTの研究から得た気づきと今後の課題について述べている。,思索的,楽しさ,著者は探求心が強く、新しい知識を楽しむ性格である。
自分のメンテナンス ♯23,https://oatcs.net/oat/archives/1682,昨日は私のメンテナンスの日でした。お弟子のgさんにやっていただきました。先ずは私がgさんのメンテナンスを担当です。最近、首肩こりがひどいらしく先月の治療後どうだったのか、それから導き出されること、雰囲気、ひらめきを頼りに… 続きを読む →,著者が弟子のgさんにメンテナンスを受けながら、お互いの施術についての経験を共有した日記。,親しみやすい,安堵,著者は教えることに情熱を持ち、弟子との関係を大切にしている優しい性格。
前・中斜角筋の鍼の打ち方の改良版　その後,https://oatcs.net/oat/archives/1678,8/31に投稿した前・中斜角筋の鍼の打ち方の改良版の患者さんが来院されました。「前回治療後はいかがでしたか」「最悪です　調子が悪くて・・・」このやりとり一瞬びっくりしますけど、私にはこの患者さんのキャラがわかっています。… 続きを読む →,患者の状態を理解し、前回の治療の続きとして適切な鍼治療を行った結果、改善が見られたことを報告している記事。,親しみやすい,安堵,著者は患者の状況をしっかりと理解し、丁寧に対応する思いやりのある性格を持っている。
臨床で感じること,https://oatcs.net/oat/archives/1676,約3週間ぶりにいらっしゃった患者さん「この前手首の骨の位置を治してもらいましたよね　あの後から肘の具合が良いんです」うれしい感想と同時にプレッシャーですよね。さらに高みを目指そうと思えるそんなやりとりでした。それから月に… 続きを読む →,患者さんからの良いフィードバックを受け、さらなる成長を目指す著者の思いが綴られている。,励まし,喜び,著者は患者との関係を大切にし、常に向上心を持っている熱心な人である。
土曜日はセミナー講師でした,https://oatcs.net/oat/archives/1673,今回は私の都合で一週早めのセミナーとなりましたので参加された先生もいつもの半分でした。こんな時こそ、いつもと違う何かを、臨床の楽しさを味わって欲しい思いまして。一人一人に問診と見立て、歪みの診断までを行い、治療は私が指示… 続きを読む →,セミナーは参加者が少なかったが、臨床の楽しさを体験してもらうために、実践的な診断と治療を行い、参加者が喜んでくれたことを伝えている。,熱意,喜び,著者は臨床に対する情熱が強く、参加者の成長を心から願う温かい性格の持ち主である。
今週（9/5〜/10）を振り返って,https://oatcs.net/oat/archives/1671,今週は主に腰椎のABTと胸椎のABTに関する研究を行っていました。股関節内旋変位の患者さんで反り腰になっていてもしっかり腰椎椎間関節に載っている患者さんもおられました。がしかし同じ股関節変位でも腰椎に載っていない場合もあ… 続きを読む →,腰椎と胸椎のABTに関する研究を行い、その効果について考察している記事です。,期待感,ワクワク,著者は探求心が強く、学びや新しい経験に対して前向きな性格であると推測されます。
腰椎のABT ♯5,https://oatcs.net/oat/archives/1668,今週に入って腰椎のABTを行う回数がとても増えています。そこで感じたのですが、そもそも必要のある患者さんと必要のない患者さんを最初から見極められないだろうかと思うようになりました。本日3例ほど、自分では腰椎椎間関節に載っ… 続きを読む →,腰椎のABTの必要性を見極めることの重要性を感じ、今後の研究を決意する内容。,思索的,迷い,著者は自己反省的で、向上心を持つ慎重な性格を持っていると思われる。
新患さんの問診,https://oatcs.net/oat/archives/1665,本日お二人の新患さんがいらっしゃいました。毎回思うことですが新患さんの問診&治療はとてもとてもエネルギーを使います。以前は（昭和の時代）新患さんの問診の時によく雑誌の切り抜きなどを持参して「私の疾患ってこれだと思… 続きを読む →,新患の問診はエネルギーを使うが、患者が持つ情報の豊富さと不安は変わらないことを述べ、問診の重要性を強調している。,反省的,省察,著者は患者の心情に寄り添い、知識と経験を大切にする思慮深い性格の持ち主である。
腰椎のABT ♯4,https://oatcs.net/oat/archives/1663,先週、お弟子のNさんと研究してて発見した腰椎のABT直後の股関節内転動作に誘導される感じを再現したいと思っていました。恐らく腰椎のABTを行えば自然と起こる現象だと思いますが、敢えて股関節外転変位している患者さん3例に行… 続きを読む →,腰椎のABTが股関節の動作に与える影響を研究し、患者に特定の姿勢を維持させることで筋肉の緊張を確認した。,学術的,興奮,著者は探求心が強く、実験的なアプローチを好む真剣な性格の持ち主。
腰椎のABT ♯3,https://oatcs.net/oat/archives/1661,先週の月曜日に腰椎のABTを受けた患者さんがいらっしゃいまして、色々結果が興味深かったです。まず、腰部の筋・筋膜の質感が変わりました。結果はとても左右均等になり柔らかくなりました。そもそもうつ伏せの形が違います。ご本人も… 続きを読む →,腰椎の治療を受けた患者との会話を通じて、遺伝や過去の外傷が腰の状態に与える影響について理解が深まったことを記述しています。,友好的,学び,著者は患者とのコミュニケーションを重視し、理解を深めることに情熱を持つ親しみやすい性格の持ち主であると推測されます。
今週（8/29〜9/3）を振り返って,https://oatcs.net/oat/archives/1658,今週は頚椎のARCT、腰椎・胸椎の重力下でのABT、胸椎の回旋変位に対するABTなど盛りだくさんでした。ここ最近、色々思い浮かぶことが増えているような気がします。わかりませんけどね　またストップしてしまうこともしばしば・… 続きを読む →,今週の研究では頚椎や胸椎に関する様々な検証が行われ、新たな発見が楽しいと感じている著者の思いが綴られている。,反省的,興奮,著者は探求心が強く、自己反省をしながらも楽しむ姿勢を持っている。
自分のメンテナンス ♯22,https://oatcs.net/oat/archives/1656,昨日はお弟子のYさんが都合で不参加だったためNさんと二人でやりました。Nさんの興味は腰部のABTです。今までのやり方は横向きで股関節の屈曲伸展を利用して腰椎椎間関節の後方変位を改善するものでしたが、その技の欠点は重力の方… 続きを読む →,昨日はNさんと共に新しい胸椎のABTを発見し、腰部と胸椎の技術についての研究を深めたことを報告しています。,友好的,楽しさ,著者は熱心で好奇心旺盛な性格で、仲間との共同研究を楽しむ姿勢が伺えます。
前・中斜角筋の鍼の打ち方の改良版,https://oatcs.net/oat/archives/1652,とにかく肩〜上肢にかけての疼痛、異常知覚などなど毎回あれこれ工夫していますがなかなかスッキリしない状態で治療を継続しています。毎回マンネリ感など皆無です　そんな余裕はありません。今回の発見ですが患者さんを仰向けになって頂… 続きを読む →,患者の肩から上肢にかけての疼痛に対する鍼治療の工夫とその効果について述べている。,反省的,期待,著者は常に新しいアプローチを探求し、患者の反応に敏感な治療家である。
腰椎のABTについて ♯2,https://oatcs.net/oat/archives/1649,本日も5例行いましたが、直後効果として「軽くなった、腰の筋肉が疲れない」が多いです。他覚的には正座しながらのお辞儀の可動域が1回ごと3回行うとかなり広がりますね　結果椎間関節に上半身が載れるようになるんですよね　矛盾して… 続きを読む →,施術後の患者からの反応や治療の効果についての考察を述べ、今後の研究への期待を表現している。,専門的,希望,著者は研究に対して熱心で、患者の改善を心から喜ぶ優しい性格の持ち主である。
腰椎のABTについて ♯1,https://oatcs.net/oat/archives/1645,新しいやり方を発見しました。午前中、ふと思い浮かびました。いつものように正座してSVOTを行ったのですが今までも気になっていたんですが、腰椎の椎間関節に上半身の重みが載せられない患者さん。要するに椎間関節の締まりの姿位が… 続きを読む →,新しいアプローチで腰椎の動きを改善する方法を発見し、試行した結果、効果が見られたことを報告しています。,専門的,希望,著者は実験精神が旺盛で、新しい技術を積極的に探求する性格であると推測されます。
今週（8/22〜/27）を振り返って,https://oatcs.net/oat/archives/1643,先ず今週の気づきは頚椎のARCTです。自分の持っている技に仲間入りした感じですので、今後は日々研究していきたいと思っています。直後効果に関してはなかなか良いと思いますが、先週から今週に行った患者さんが来週以降いらっしゃっ… 続きを読む →,今週は頚椎のARCTを習得し、自律神経の乱れを考慮した治療法の重要性について考察しています。,親しみやすい,思慮深い,著者は患者のニーズに敏感で、常に最適な治療法を模索する誠実な性格を持っています。
2年4ヶ月ぶりの患者さん,https://oatcs.net/oat/archives/1641,本当お久しぶりに来院されました。以前と少しだけ雰囲気が変わっている印象を受けました。色々お話を伺うと本当大変だったみたいで、それが身体にもいろいろ出ていまして・・・。「先生に診てもらいたくて楽しみにしてたんですよ」って嬉… 続きを読む →,久しぶりに来院した患者との治療を通じて、自身の成長を実感し感謝の気持ちを抱いた著者の体験談。,温かい,嬉しい,著者は自己成長を重視し、患者との関係を大切にする思いやりのある性格である。
頚椎のARCT ♯3,https://oatcs.net/oat/archives/1637,昨日投稿しましたけど、過去の外傷の有無に関わらず頚椎のARCTを行なっていますが、やはり外相の有無は大事ですね。変位している頚椎の横突起を探してはめていくという基本は忘れてはいけないなって。但し、非外傷性でも有効な例もあ… 続きを読む →,頚椎のARCTを行う際には、外傷の有無が重要であり、特にC2の後方変位に対する治療が効果的であることを述べています。,専門的,反省,著者は専門知識を持ち、治療方法に対して慎重かつ探求心旺盛な性格であると推測される。
頚椎のARCT ♯2,https://oatcs.net/oat/archives/1635,最近、多くの頚椎のARCTを行なっています。今までは過去に外傷歴が疑われる場合や明らかにミスアライメントしている症例に絞っていましたが最近は関係なく行なってます。やってみて初めてうん❓これってミスアライメント起こしてるよ… 続きを読む →,著者は最近、頚椎のARCTを過去の基準に捉われずに行い、その効果を実感していることを述べている。,実践的,前向き,著者は柔軟で探求心が旺盛な性格で、患者との共感を大切にしている。
土曜日は外部セミナー講師でした,https://oatcs.net/oat/archives/1632,毎月セミナーをやらせてもらっています。今回からは実技中心の内容となりました。2名でペアになってもらい、横向きの僧帽筋群の下層の筋組織に対しての鍼治療です。主に肩甲挙筋、後斜角筋ですね。今回からは敢えて厳し目にアドバイスを… 続きを読む →,今回のセミナーでは、実技中心の鍼治療を行い、参加者の真剣な姿勢が印象的だったことを述べています。,教育的,熱意,著者は熱心で真剣な指導者であり、参加者の成長を大切にする性格が伺えます。
頚椎のARCT ♯1,https://oatcs.net/oat/archives/1628,例えば左C6の変位がある場合、患者さんが自動運動で（術者は患者さんの頭頂部に軽く手を乗せて軸圧）頸部を変位している側から回すとミスアライメントを起こしている部位がわかりやすいのに、逆の右から回転していくとわかりにくい・・… 続きを読む →,左C6の変位に関する自動運動の観察方法とその効果について述べている。,専門的,興味,著者は専門知識を持ち、実践的なアプローチを重視する真剣な性格の持ち主である。
休み明けは頭の回転が,https://oatcs.net/oat/archives/1626,良い気がします。やはり1週間お休みしたのが良かったですね。ここ3日間は頭がとてもクリアです。この3日間で気づいたことですが、頚椎のARCTですがとても気に入ってます。関節の緩さがあるまま患者さんに頚椎の自動回転をしてもら… 続きを読む →,1週間の休息の後、頚椎のARCTや下肢のMAXISに対する良い感触を得たことについて述べている。,反省的,安堵,著者は実践的なアプローチを重視し、自己改善を意識している人物である。
今日はあの勉強熱心な学生さんが,https://oatcs.net/oat/archives/1624,今日は午後からたまにプログに登場する勉強熱心な鍼灸専門学校1年生のA川さんが見学に来てくれました。昔を思い出しますね・・・私も彼女と同じ歳の頃に治療院に見学に行ったりしました。36年前のことでも今でもしっかり記憶していま… 続きを読む →,勉強熱心な鍼灸専門学校1年生のA川さんの見学を通じて、著者は自身の学生時代を振り返り、学びの楽しさを再確認したことを綴った記事です。,温かい,懐かしさ,著者は他者の成長を喜び、自身の経験を大切にする思いやりのある性格が伺えます。
1週間ぶりの臨床,https://oatcs.net/oat/archives/1622,今年はしっかり1週間お休みをしました。しかも「敢えて治療のことを一切考えないようにする」期間にしました。本日久しぶりに朝から治療を行なっていましたが、久しぶりに心から楽しいと思えました。勿論、普段も楽しいのですが、その質… 続きを読む →,著者は1週間の休暇を経て、治療の仕事への情熱を再確認し、患者との関わりに感謝を感じた。,温かい,感謝,著者は治療に対して強い愛情と情熱を持ち、患者の言葉に深く感動する優しい性格の持ち主である。
今週（8/1〜/6）を振り返って,https://oatcs.net/oat/archives/1618,今週も色々と気づきがあり楽しい1週間でした。私の中で臨床において絶対になりたくない状態があります。それは「マンネリ」です。大っ嫌いです　臨床においてマンネリは良いことがありません。マンネリ感が少しでも出ればそれは患者さん… 続きを読む →,著者は「マンネリ」を避けるために睡眠を重視し、臨床でのパフォーマンスを改善することに成功したことを報告しています。,前向き,安堵,著者は自己改善に努める意識的で責任感の強い人柄である。
自分のメンテナンス ♯21,https://oatcs.net/oat/archives/1615,昨日は「第一木曜日の会」という名の私のメンテナンス日です。昨日も楽しかったですね。毎度何かしら新しいものを提供してくれるYさん　色々面白かったですね。まずは筋膜を矯正する時のグリップ感を増強するためのグッズを紹介してくれ… 続きを読む →,昨日の「第一木曜日の会」で、メンテナンスをしながら新しい技術や改善法を学び、楽しい時間を過ごしました。,フレンドリー,感謝,著者は学びを楽しむ好奇心旺盛な性格で、仲間との交流を大切にしているようです。
頚椎のARCTについて,https://oatcs.net/oat/archives/1609,今日は3例に行ってみました。そもそも頚椎に変位があるかないか（外傷の有無）の判断材料としてもちろん問診にて情報得るのも大切ですがなるべくなら術者から発見したいですよね。その判断材料としてまず斜角筋の短縮の有無が関係してい… 続きを読む →,頚椎の変位を判断するための方法や所見についての考察と、治療の効果について述べている。,専門的,希望,著者は探求心が強く、実践を通じて学びを深めようとする姿勢を持っている。
今日1日で感じたこと,https://oatcs.net/oat/archives/1606,帰り際の何気ない患者さんの言葉の重みを感じることができた　そんな日でした。ある患者さんは予約をしてお会計が終わって帰る際に「楽しみなのよねー」って。うれしいお言葉ですよね　治療に来るのが楽しみ、改善していくことが楽しみ。… 続きを読む →,患者とのやりとりを通じて、治療の喜びや自身の成長を感じた一日について述べている。,思索的,感慨,著者は患者の声に真摯に耳を傾け、自己成長を追求する真面目で献身的な性格を持っている。
勉強熱心で好奇心旺盛な ♯10,https://oatcs.net/oat/archives/1604,前回は5/16に来院されました。鍼灸専門学校で頑張っているみたいで良かったです。周りの皆さんいい人ばかりでって言ってましたね　その言葉の真意はその方ご本人が勉強熱心で良い人だからなんですよね。夏休みも2週間ぐらいしかない… 続きを読む →,鍼灸専門学校で勉強中の患者さんへの治療と彼女の勉強熱心さを称賛する内容。,温かい,応援,著者は患者の成長を喜び、優しさとサポート精神を持った人柄である。
今週（7/25〜30）を振り返って,https://oatcs.net/oat/archives/1602,今週は昨日投稿しましたが、頚椎のARCTの発見が嬉しいですね。まだ数例しか試してませんので来週試します。それから筋膜の発見がありまして、今まで腰部の筋膜系の治療はシェブロンと言いまして多裂筋膜を下方から上方に矯正していく… 続きを読む →,著者は頚椎の新しい治療法と腰部筋膜の横方向のアプローチについての発見を報告している。,情熱的,嬉しさ,著者は新しい発見に対して好奇心旺盛で、実験的なアプローチを楽しむ性格の持ち主である。
久しぶりに閃きました,https://oatcs.net/oat/archives/1600,頚椎のARCT・・・私の悩みの種です。これだというものが浮かばないのです。関節包内運動滑りや転がりを意識しすぎているからだと思ってます。知識が先行しすぎるといいものは浮かびませんね。知識はあくまでも知識。知識より直感です… 続きを読む →,頚椎のARCTに悩む著者が、手首のARCTを参考にした新しいアプローチを試みた経験を語っています。,考察的,苦悩,著者は知識を重視しつつも、直感を大切にする柔軟な思考の持ち主であると推測されます。
改めて難しいと感じますね ♯1,https://oatcs.net/oat/archives/1596,約50年来の友人がいます。その彼とは保育園から高校まで一緒でした。その後も友人関係を続けていて、彼には2人の息子さんがいまして、当然その息子さんとも遊んだこともあります。かなり昔ですが。その息子さんも大学生になり、約20… 続きを読む →,約50年来の友人の息子を治療している著者が、苦戦しながらも新たな可能性を見出し、結果を求める気持ちを表現している記事。,真剣,不安,著者は責任感が強く、友人やその家族に対する思いやりを持った人である。
今日はとても良い出会いが♯5,https://oatcs.net/oat/archives/1593,今日はA.O先生が治療に来てくださいました。前回の投稿です。今日はとても良い出会いが♯4今回はより患者さんとして真剣に真摯に向き合って治療を行いました。元々A.O先生はひどい腰痛を患っていまして、その原因探りから入り鍼治… 続きを読む →,A.O先生との治療を通じて、臨床学の重要性と患者への真摯な向き合い方について語った記事です。,真剣,感謝,著者は治療に対する強い情熱を持ち、患者を思いやる優しさを兼ね備えた人物である。
